#  aims_uuid : 9E77B350-B48A-4CBA-A44E-A8089FE5A8A9                                
#  angular momentum projected density of states for species Cu as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.705409 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -31.85428590        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.84428465        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.83428340        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.82428215        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.81428090        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.80427965        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.79427840        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.78427715        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.77427590        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.76427465        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.75427340        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.74427215        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.73427090        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.72426965        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.71426840        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.70426715        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.69426590        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.68426465        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.67426340        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.66426215        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.65426090        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.64425965        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.63425840        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.62425715        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
